Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,avg_temp
Brazil,Yams,1993,91471,1761.0,24.65
Brazil,Yams,1993,91471,1761.0,25.41
Brazil,Cassava,1994,132173,1761.0,21.91
Brazil,Cassava,1994,132173,1761.0,20.77
Brazil,Cassava,1994,132173,1761.0,18.42
Brazil,Cassava,1994,132173,1761.0,27.53
Brazil,Cassava,1994,132173,1761.0,26.9
Brazil,Cassava,1994,132173,1761.0,19.15
Brazil,Cassava,1994,132173,1761.0,26.05
Brazil,Cassava,1994,132173,1761.0,24.71
Brazil,Cassava,1994,132173,1761.0,25.42
Brazil,Maize,1994,23629,1761.0,21.91
Brazil,Maize,1994,23629,1761.0,20.77
Brazil,Maize,1994,23629,1761.0,18.42
Brazil,Maize,1994,23629,1761.0,27.53
Brazil,Maize,1994,23629,1761.0,26.9
Brazil,Maize,1994,23629,1761.0,19.15
Brazil,Maize,1994,23629,1761.0,26.05
Brazil,Maize,1994,23629,1761.0,24.71
Brazil,Maize,1994,23629,1761.0,25.42
Brazil,Potatoes,1994,144802,1761.0,21.91
Brazil,Potatoes,1994,144802,1761.0,20.77
Brazil,Potatoes,1994,144802,1761.0,18.42
Brazil,Potatoes,1994,144802,1761.0,27.53
Brazil,Potatoes,1994,144802,1761.0,26.9
Brazil,Potatoes,1994,144802,1761.0,19.15
Brazil,Potatoes,1994,144802,1761.0,26.05
Brazil,Potatoes,1994,144802,1761.0,24.71
Brazil,Potatoes,1994,144802,1761.0,25.42
Brazil,Rice,1994,23876,1761.0,21.91
Brazil,Rice,1994,23876,1761.0,20.77
Brazil,Rice,1994,23876,1761.0,18.42
Brazil,Rice,1994,23876,1761.0,27.53
Brazil,Rice,1994,23876,1761.0,26.9
Brazil,Rice,1994,23876,1761.0,19.15
Brazil,Rice,1994,23876,1761.0,26.05
Brazil,Rice,1994,23876,1761.0,24.71
Brazil,Rice,1994,23876,1761.0,25.42
Brazil,Sorghum,1994,19056,1761.0,21.91
Brazil,Sorghum,1994,19056,1761.0,20.77
Brazil,Sorghum,1994,19056,1761.0,18.42
Brazil,Sorghum,1994,19056,1761.0,27.53
Brazil,Sorghum,1994,19056,1761.0,26.9
Brazil,Sorghum,1994,19056,1761.0,19.15
Brazil,Sorghum,1994,19056,1761.0,26.05
Brazil,Sorghum,1994,19056,1761.0,24.71
Brazil,Sorghum,1994,19056,1761.0,25.42
Brazil,Soybeans,1994,21632,1761.0,21.91
Brazil,Soybeans,1994,21632,1761.0,20.77
Brazil,Soybeans,1994,21632,1761.0,18.42
Brazil,Soybeans,1994,21632,1761.0,27.53
Brazil,Soybeans,1994,21632,1761.0,26.9
Brazil,Soybeans,1994,21632,1761.0,19.15
Brazil,Soybeans,1994,21632,1761.0,26.05
Brazil,Soybeans,1994,21632,1761.0,24.71
Brazil,Soybeans,1994,21632,1761.0,25.42
Brazil,Sweet potatoes,1994,113070,1761.0,21.91
Brazil,Sweet potatoes,1994,113070,1761.0,20.77
Brazil,Sweet potatoes,1994,113070,1761.0,18.42
Brazil,Sweet potatoes,1994,113070,1761.0,27.53
Brazil,Sweet potatoes,1994,113070,1761.0,26.9
Brazil,Sweet potatoes,1994,113070,1761.0,19.15
Brazil,Sweet potatoes,1994,113070,1761.0,26.05
Brazil,Sweet potatoes,1994,113070,1761.0,24.71
Brazil,Sweet potatoes,1994,113070,1761.0,25.42
Brazil,Wheat,1994,15541,1761.0,21.91
Brazil,Wheat,1994,15541,1761.0,20.77
Brazil,Wheat,1994,15541,1761.0,18.42
Brazil,Wheat,1994,15541,1761.0,27.53
Brazil,Wheat,1994,15541,1761.0,26.9
Brazil,Wheat,1994,15541,1761.0,19.15
Brazil,Wheat,1994,15541,1761.0,26.05
Brazil,Wheat,1994,15541,1761.0,24.71
Brazil,Wheat,1994,15541,1761.0,25.42
Brazil,Yams,1994,91667,1761.0,21.91
Brazil,Yams,1994,91667,1761.0,20.77
Brazil,Yams,1994,91667,1761.0,18.42
Brazil,Yams,1994,91667,1761.0,27.53
Brazil,Yams,1994,91667,1761.0,26.9
Brazil,Yams,1994,91667,1761.0,19.15
Brazil,Yams,1994,91667,1761.0,26.05
Brazil,Yams,1994,91667,1761.0,24.71
Brazil,Yams,1994,91667,1761.0,25.42
Brazil,Cassava,1995,130631,1761.0,22.07
Brazil,Cassava,1995,130631,1761.0,20.61
Brazil,Cassava,1995,130631,1761.0,18.27
Brazil,Cassava,1995,130631,1761.0,27.52
Brazil,Cassava,1995,130631,1761.0,27.34
Brazil,Cassava,1995,130631,1761.0,18.89
Brazil,Cassava,1995,130631,1761.0,26.05
Brazil,Cassava,1995,130631,1761.0,24.77
Brazil,Cassava,1995,130631,1761.0,25.65
Brazil,Maize,1995,26005,1761.0,22.07
Brazil,Maize,1995,26005,1761.0,20.61
Brazil,Maize,1995,26005,1761.0,18.27
Brazil,Maize,1995,26005,1761.0,27.52
Brazil,Maize,1995,26005,1761.0,27.34
Brazil,Maize,1995,26005,1761.0,18.89
Brazil,Maize,1995,26005,1761.0,26.05
Brazil,Maize,1995,26005,1761.0,24.77
Brazil,Maize,1995,26005,1761.0,25.65
Brazil,Potatoes,1995,152304,1761.0,22.07
Brazil,Potatoes,1995,152304,1761.0,20.61
Brazil,Potatoes,1995,152304,1761.0,18.27
Brazil,Potatoes,1995,152304,1761.0,27.52
Brazil,Potatoes,1995,152304,1761.0,27.34
Brazil,Potatoes,1995,152304,1761.0,18.89
Brazil,Potatoes,1995,152304,1761.0,26.05
Brazil,Potatoes,1995,152304,1761.0,24.77
Brazil,Potatoes,1995,152304,1761.0,25.65
Brazil,Rice,1995,25668,1761.0,22.07
Brazil,Rice,1995,25668,1761.0,20.61
Brazil,Rice,1995,25668,1761.0,18.27
Brazil,Rice,1995,25668,1761.0,27.52
Brazil,Rice,1995,25668,1761.0,27.34
Brazil,Rice,1995,25668,1761.0,18.89
Brazil,Rice,1995,25668,1761.0,26.05
Brazil,Rice,1995,25668,1761.0,24.77
Brazil,Rice,1995,25668,1761.0,25.65
Brazil,Sorghum,1995,17981,1761.0,22.07
Brazil,Sorghum,1995,17981,1761.0,20.61
Brazil,Sorghum,1995,17981,1761.0,18.27
Brazil,Sorghum,1995,17981,1761.0,27.52
Brazil,Sorghum,1995,17981,1761.0,27.34
Brazil,Sorghum,1995,17981,1761.0,18.89
Brazil,Sorghum,1995,17981,1761.0,26.05
Brazil,Sorghum,1995,17981,1761.0,24.77
Brazil,Sorghum,1995,17981,1761.0,25.65
Brazil,Soybeans,1995,21998,1761.0,22.07
Brazil,Soybeans,1995,21998,1761.0,20.61
Brazil,Soybeans,1995,21998,1761.0,18.27
Brazil,Soybeans,1995,21998,1761.0,27.52
Brazil,Soybeans,1995,21998,1761.0,27.34
Brazil,Soybeans,1995,21998,1761.0,18.89
Brazil,Soybeans,1995,21998,1761.0,26.05
Brazil,Soybeans,1995,21998,1761.0,24.77
Brazil,Soybeans,1995,21998,1761.0,25.65
Brazil,Sweet potatoes,1995,110676,1761.0,22.07
Brazil,Sweet potatoes,1995,110676,1761.0,20.61
Brazil,Sweet potatoes,1995,110676,1761.0,18.27
Brazil,Sweet potatoes,1995,110676,1761.0,27.52
Brazil,Sweet potatoes,1995,110676,1761.0,27.34
Brazil,Sweet potatoes,1995,110676,1761.0,18.89
Brazil,Sweet potatoes,1995,110676,1761.0,26.05
Brazil,Sweet potatoes,1995,110676,1761.0,24.77
Brazil,Sweet potatoes,1995,110676,1761.0,25.65
Brazil,Wheat,1995,15420,1761.0,22.07
Brazil,Wheat,1995,15420,1761.0,20.61
Brazil,Wheat,1995,15420,1761.0,18.27
Brazil,Wheat,1995,15420,1761.0,27.52
Brazil,Wheat,1995,15420,1761.0,27.34
Brazil,Wheat,1995,15420,1761.0,18.89
Brazil,Wheat,1995,15420,1761.0,26.05
Brazil,Wheat,1995,15420,1761.0,24.77
Brazil,Wheat,1995,15420,1761.0,25.65
Brazil,Yams,1995,91587,1761.0,22.07
Brazil,Yams,1995,91587,1761.0,20.61
Brazil,Yams,1995,91587,1761.0,18.27
Brazil,Yams,1995,91587,1761.0,27.52
Brazil,Yams,1995,91587,1761.0,27.34
Brazil,Yams,1995,91587,1761.0,18.89
Brazil,Yams,1995,91587,1761.0,26.05
Brazil,Yams,1995,91587,1761.0,24.77
Brazil,Yams,1995,91587,1761.0,25.65
Brazil,Cassava,1996,117588,1761.0,21.56
Brazil,Cassava,1996,117588,1761.0,20.18
Brazil,Cassava,1996,117588,1761.0,17.83
Brazil,Cassava,1996,117588,1761.0,27.6
Brazil,Cassava,1996,117588,1761.0,27.07
Brazil,Cassava,1996,117588,1761.0,18.63
Brazil,Cassava,1996,117588,1761.0,25.94
Brazil,Cassava,1996,117588,1761.0,24.28
Brazil,Cassava,1996,117588,1761.0,25.45
Brazil,Maize,1996,24761,1761.0,21.56
Brazil,Maize,1996,24761,1761.0,20.18
Brazil,Maize,1996,24761,1761.0,17.83
Brazil,Maize,1996,24761,1761.0,27.6
Brazil,Maize,1996,24761,1761.0,27.07
Brazil,Maize,1996,24761,1761.0,18.63
Brazil,Maize,1996,24761,1761.0,25.94
Brazil,Maize,1996,24761,1761.0,24.28
Brazil,Maize,1996,24761,1761.0,25.45
Brazil,Potatoes,1996,146506,1761.0,21.56
Brazil,Potatoes,1996,146506,1761.0,20.18
Brazil,Potatoes,1996,146506,1761.0,17.83
Brazil,Potatoes,1996,146506,1761.0,27.6
Brazil,Potatoes,1996,146506,1761.0,27.07
Brazil,Potatoes,1996,146506,1761.0,18.63
Brazil,Potatoes,1996,146506,1761.0,25.94
Brazil,Potatoes,1996,146506,1761.0,24.28
Brazil,Potatoes,1996,146506,1761.0,25.45
Brazil,Rice,1996,26578,1761.0,21.56
Brazil,Rice,1996,26578,1761.0,20.18
Brazil,Rice,1996,26578,1761.0,17.83
Brazil,Rice,1996,26578,1761.0,27.6
Brazil,Rice,1996,26578,1761.0,27.07
Brazil,Rice,1996,26578,1761.0,18.63
Brazil,Rice,1996,26578,1761.0,25.94
Brazil,Rice,1996,26578,1761.0,24.28
Brazil,Rice,1996,26578,1761.0,25.45
Brazil,Sorghum,1996,18118,1761.0,21.56
Brazil,Sorghum,1996,18118,1761.0,20.18
Brazil,Sorghum,1996,18118,1761.0,17.83
Brazil,Sorghum,1996,18118,1761.0,27.6
Brazil,Sorghum,1996,18118,1761.0,27.07
Brazil,Sorghum,1996,18118,1761.0,18.63
Brazil,Sorghum,1996,18118,1761.0,25.94
Brazil,Sorghum,1996,18118,1761.0,24.28
Brazil,Sorghum,1996,18118,1761.0,25.45
Brazil,Soybeans,1996,22493,1761.0,21.56
Brazil,Soybeans,1996,22493,1761.0,20.18
Brazil,Soybeans,1996,22493,1761.0,17.83
Brazil,Soybeans,1996,22493,1761.0,27.6
Brazil,Soybeans,1996,22493,1761.0,27.07
Brazil,Soybeans,1996,22493,1761.0,18.63
Brazil,Soybeans,1996,22493,1761.0,25.94
Brazil,Soybeans,1996,22493,1761.0,24.28
Brazil,Soybeans,1996,22493,1761.0,25.45
Brazil,Sweet potatoes,1996,86415,1761.0,21.56
Brazil,Sweet potatoes,1996,86415,1761.0,20.18
Brazil,Sweet potatoes,1996,86415,1761.0,17.83
Brazil,Sweet potatoes,1996,86415,1761.0,27.6
Brazil,Sweet potatoes,1996,86415,1761.0,27.07
Brazil,Sweet potatoes,1996,86415,1761.0,18.63
Brazil,Sweet potatoes,1996,86415,1761.0,25.94
Brazil,Sweet potatoes,1996,86415,1761.0,24.28
Brazil,Sweet potatoes,1996,86415,1761.0,25.45
Brazil,Wheat,1996,18334,1761.0,21.56
Brazil,Wheat,1996,18334,1761.0,20.18
Brazil,Wheat,1996,18334,1761.0,17.83
Brazil,Wheat,1996,18334,1761.0,27.6
Brazil,Wheat,1996,18334,1761.0,27.07
Brazil,Wheat,1996,18334,1761.0,18.63
Brazil,Wheat,1996,18334,1761.0,25.94
Brazil,Wheat,1996,18334,1761.0,24.28
Brazil,Wheat,1996,18334,1761.0,25.45
Brazil,Yams,1996,91837,1761.0,21.56
Brazil,Yams,1996,91837,1761.0,20.18
Brazil,Yams,1996,91837,1761.0,17.83
Brazil,Yams,1996,91837,1761.0,27.6
Brazil,Yams,1996,91837,1761.0,27.07
Brazil,Yams,1996,91837,1761.0,18.63
Brazil,Yams,1996,91837,1761.0,25.94
Brazil,Yams,1996,91837,1761.0,24.28
Brazil,Yams,1996,91837,1761.0,25.45
Brazil,Cassava,1997,128200,1761.0,21.91
Brazil,Cassava,1997,128200,1761.0,20.77
Brazil,Cassava,1997,128200,1761.0,18.36
Brazil,Cassava,1997,128200,1761.0,27.85
Brazil,Cassava,1997,128200,1761.0,27.57
Brazil,Cassava,1997,128200,1761.0,19.12
Brazil,Cassava,1997,128200,1761.0,25.96
Brazil,Cassava,1997,128200,1761.0,24.71
Brazil,Cassava,1997,128200,1761.0,25.2
Brazil,Maize,1997,26228,1761.0,21.91
Brazil,Maize,1997,26228,1761.0,20.77
Brazil,Maize,1997,26228,1761.0,18.36
Brazil,Maize,1997,26228,1761.0,27.85
Brazil,Maize,1997,26228,1761.0,27.57
Brazil,Maize,1997,26228,1761.0,19.12
Brazil,Maize,1997,26228,1761.0,25.96
Brazil,Maize,1997,26228,1761.0,24.71
Brazil,Maize,1997,26228,1761.0,25.2
Brazil,Potatoes,1997,152748,1761.0,21.91
Brazil,Potatoes,1997,152748,1761.0,20.77
Brazil,Potatoes,1997,152748,1761.0,18.36
Brazil,Potatoes,1997,152748,1761.0,27.85
Brazil,Potatoes,1997,152748,1761.0,27.57
Brazil,Potatoes,1997,152748,1761.0,19.12
Brazil,Potatoes,1997,152748,1761.0,25.96
Brazil,Potatoes,1997,152748,1761.0,24.71
Brazil,Potatoes,1997,152748,1761.0,25.2
Brazil,Rice,1997,27310,1761.0,21.91
Brazil,Rice,1997,27310,1761.0,20.77
Brazil,Rice,1997,27310,1761.0,18.36
Brazil,Rice,1997,27310,1761.0,27.85
Brazil,Rice,1997,27310,1761.0,27.57
Brazil,Rice,1997,27310,1761.0,19.12
Brazil,Rice,1997,27310,1761.0,25.96
Brazil,Rice,1997,27310,1761.0,24.71
Brazil,Rice,1997,27310,1761.0,25.2
Brazil,Sorghum,1997,19757,1761.0,21.91
Brazil,Sorghum,1997,19757,1761.0,20.77
Brazil,Sorghum,1997,19757,1761.0,18.36
Brazil,Sorghum,1997,19757,1761.0,27.85
Brazil,Sorghum,1997,19757,1761.0,27.57
Brazil,Sorghum,1997,19757,1761.0,19.12
Brazil,Sorghum,1997,19757,1761.0,25.96
Brazil,Sorghum,1997,19757,1761.0,24.71
Brazil,Sorghum,1997,19757,1761.0,25.2
Brazil,Soybeans,1997,22977,1761.0,21.91
Brazil,Soybeans,1997,22977,1761.0,20.77
Brazil,Soybeans,1997,22977,1761.0,18.36
Brazil,Soybeans,1997,22977,1761.0,27.85
Brazil,Soybeans,1997,22977,1761.0,27.57
Brazil,Soybeans,1997,22977,1761.0,19.12
Brazil,Soybeans,1997,22977,1761.0,25.96
Brazil,Soybeans,1997,22977,1761.0,24.71
Brazil,Soybeans,1997,22977,1761.0,25.2
Brazil,Sweet potatoes,1997,98387,1761.0,21.91
Brazil,Sweet potatoes,1997,98387,1761.0,20.77
Brazil,Sweet potatoes,1997,98387,1761.0,18.36
Brazil,Sweet potatoes,1997,98387,1761.0,27.85
Brazil,Sweet potatoes,1997,98387,1761.0,27.57
Brazil,Sweet potatoes,1997,98387,1761.0,19.12
Brazil,Sweet potatoes,1997,98387,1761.0,25.96
Brazil,Sweet potatoes,1997,98387,1761.0,24.71
Brazil,Sweet potatoes,1997,98387,1761.0,25.2
Brazil,Wheat,1997,16359,1761.0,21.91
Brazil,Wheat,1997,16359,1761.0,20.77
Brazil,Wheat,1997,16359,1761.0,18.36
Brazil,Wheat,1997,16359,1761.0,27.85
Brazil,Wheat,1997,16359,1761.0,27.57
Brazil,Wheat,1997,16359,1761.0,19.12
Brazil,Wheat,1997,16359,1761.0,25.96
Brazil,Wheat,1997,16359,1761.0,24.71
Brazil,Wheat,1997,16359,1761.0,25.2
Brazil,Yams,1997,91773,1761.0,21.91
Brazil,Yams,1997,91773,1761.0,20.77
Brazil,Yams,1997,91773,1761.0,18.36
Brazil,Yams,1997,91773,1761.0,27.85
Brazil,Yams,1997,91773,1761.0,27.57
Brazil,Yams,1997,91773,1761.0,19.12
Brazil,Yams,1997,91773,1761.0,25.96
Brazil,Yams,1997,91773,1761.0,24.71
Brazil,Yams,1997,91773,1761.0,25.2
Brazil,Cassava,1998,123522,1761.0,22.35
Brazil,Cassava,1998,123522,1761.0,20.71
Brazil,Cassava,1998,123522,1761.0,18.2
Brazil,Cassava,1998,123522,1761.0,28.76
Brazil,Cassava,1998,123522,1761.0,27.54
Brazil,Cassava,1998,123522,1761.0,18.49
Brazil,Cassava,1998,123522,1761.0,26.63
Brazil,Cassava,1998,123522,1761.0,24.78
Brazil,Cassava,1998,123522,1761.0,26.08
Brazil,Maize,1998,27964,1761.0,22.35
Brazil,Maize,1998,27964,1761.0,20.71
Brazil,Maize,1998,27964,1761.0,18.2
Brazil,Maize,1998,27964,1761.0,28.76
Brazil,Maize,1998,27964,1761.0,27.54
Brazil,Maize,1998,27964,1761.0,18.49
Brazil,Maize,1998,27964,1761.0,26.63
Brazil,Maize,1998,27964,1761.0,24.78
Brazil,Maize,1998,27964,1761.0,26.08
Brazil,Potatoes,1998,156439,1761.0,22.35
Brazil,Potatoes,1998,156439,1761.0,20.71
Brazil,Potatoes,1998,156439,1761.0,18.2
Brazil,Potatoes,1998,156439,1761.0,28.76
Brazil,Potatoes,1998,156439,1761.0,27.54
Brazil,Potatoes,1998,156439,1761.0,18.49
Brazil,Potatoes,1998,156439,1761.0,26.63
Brazil,Potatoes,1998,156439,1761.0,24.78
Brazil,Potatoes,1998,156439,1761.0,26.08
Brazil,Rice,1998,25198,1761.0,22.35
Brazil,Rice,1998,25198,1761.0,20.71
Brazil,Rice,1998,25198,1761.0,18.2
Brazil,Rice,1998,25198,1761.0,28.76
Brazil,Rice,1998,25198,1761.0,27.54
Brazil,Rice,1998,25198,1761.0,18.49
Brazil,Rice,1998,25198,1761.0,26.63
Brazil,Rice,1998,25198,1761.0,24.78
Brazil,Rice,1998,25198,1761.0,26.08
Brazil,Sorghum,1998,17768,1761.0,22.35
Brazil,Sorghum,1998,17768,1761.0,20.71
Brazil,Sorghum,1998,17768,1761.0,18.2
Brazil,Sorghum,1998,17768,1761.0,28.76
Brazil,Sorghum,1998,17768,1761.0,27.54
Brazil,Sorghum,1998,17768,1761.0,18.49
Brazil,Sorghum,1998,17768,1761.0,26.63
Brazil,Sorghum,1998,17768,1761.0,24.78
Brazil,Sorghum,1998,17768,1761.0,26.08
Brazil,Soybeans,1998,23533,1761.0,22.35
Brazil,Soybeans,1998,23533,1761.0,20.71
Brazil,Soybeans,1998,23533,1761.0,18.2
Brazil,Soybeans,1998,23533,1761.0,28.76
Brazil,Soybeans,1998,23533,1761.0,27.54
Brazil,Soybeans,1998,23533,1761.0,18.49
Brazil,Soybeans,1998,23533,1761.0,26.63
Brazil,Soybeans,1998,23533,1761.0,24.78
Brazil,Soybeans,1998,23533,1761.0,26.08
Brazil,Sweet potatoes,1998,103928,1761.0,22.35
Brazil,Sweet potatoes,1998,103928,1761.0,20.71
Brazil,Sweet potatoes,1998,103928,1761.0,18.2
Brazil,Sweet potatoes,1998,103928,1761.0,28.76
Brazil,Sweet potatoes,1998,103928,1761.0,27.54
Brazil,Sweet potatoes,1998,103928,1761.0,18.49
Brazil,Sweet potatoes,1998,103928,1761.0,26.63
Brazil,Sweet potatoes,1998,103928,1761.0,24.78
Brazil,Sweet potatoes,1998,103928,1761.0,26.08
Brazil,Wheat,1998,16111,1761.0,22.35
Brazil,Wheat,1998,16111,1761.0,20.71
Brazil,Wheat,1998,16111,1761.0,18.2
Brazil,Wheat,1998,16111,1761.0,28.76
Brazil,Wheat,1998,16111,1761.0,27.54
Brazil,Wheat,1998,16111,1761.0,18.49
Brazil,Wheat,1998,16111,1761.0,26.63
Brazil,Wheat,1998,16111,1761.0,24.78
Brazil,Wheat,1998,16111,1761.0,26.08
Brazil,Yams,1998,91823,1761.0,22.35
Brazil,Yams,1998,91823,1761.0,20.71
Brazil,Yams,1998,91823,1761.0,18.2
Brazil,Yams,1998,91823,1761.0,28.76
Brazil,Yams,1998,91823,1761.0,27.54
Brazil,Yams,1998,91823,1761.0,18.49
Brazil,Yams,1998,91823,1761.0,26.63
Brazil,Yams,1998,91823,1761.0,24.78
Brazil,Yams,1998,91823,1761.0,26.08
Brazil,Cassava,1999,132795,1761.0,21.59
Brazil,Cassava,1999,132795,1761.0,20.04
Brazil,Cassava,1999,132795,1761.0,17.66
Brazil,Cassava,1999,132795,1761.0,27.64
Brazil,Cassava,1999,132795,1761.0,26.66
Brazil,Cassava,1999,132795,1761.0,18.39
Brazil,Cassava,1999,132795,1761.0,25.88
Brazil,Cassava,1999,132795,1761.0,24.01
Brazil,Cassava,1999,132795,1761.0,25.32
Brazil,Maize,1999,27765,1761.0,21.59
Brazil,Maize,1999,27765,1761.0,20.04
Brazil,Maize,1999,27765,1761.0,17.66
Brazil,Maize,1999,27765,1761.0,27.64
Brazil,Maize,1999,27765,1761.0,26.66
Brazil,Maize,1999,27765,1761.0,18.39
Brazil,Maize,1999,27765,1761.0,25.88
Brazil,Maize,1999,27765,1761.0,24.01
Brazil,Maize,1999,27765,1761.0,25.32
Brazil,Potatoes,1999,164604,1761.0,21.59
Brazil,Potatoes,1999,164604,1761.0,20.04
Brazil,Potatoes,1999,164604,1761.0,17.66
Brazil,Potatoes,1999,164604,1761.0,27.64
Brazil,Potatoes,1999,164604,1761.0,26.66
Brazil,Potatoes,1999,164604,1761.0,18.39
Brazil,Potatoes,1999,164604,1761.0,25.88
Brazil,Potatoes,1999,164604,1761.0,24.01
Brazil,Potatoes,1999,164604,1761.0,25.32
Brazil,Rice,1999,30708,1761.0,21.59
Brazil,Rice,1999,30708,1761.0,20.04
Brazil,Rice,1999,30708,1761.0,17.66
Brazil,Rice,1999,30708,1761.0,27.64
Brazil,Rice,1999,30708,1761.0,26.66
Brazil,Rice,1999,30708,1761.0,18.39
Brazil,Rice,1999,30708,1761.0,25.88
Brazil,Rice,1999,30708,1761.0,24.01
Brazil,Rice,1999,30708,1761.0,25.32
Brazil,Sorghum,1999,15711,1761.0,21.59
Brazil,Sorghum,1999,15711,1761.0,20.04
Brazil,Sorghum,1999,15711,1761.0,17.66
Brazil,Sorghum,1999,15711,1761.0,27.64
Brazil,Sorghum,1999,15711,1761.0,26.66
Brazil,Sorghum,1999,15711,1761.0,18.39
Brazil,Sorghum,1999,15711,1761.0,25.88
Brazil,Sorghum,1999,15711,1761.0,24.01
Brazil,Sorghum,1999,15711,1761.0,25.32
Brazil,Soybeans,1999,23724,1761.0,21.59
Brazil,Soybeans,1999,23724,1761.0,20.04
Brazil,Soybeans,1999,23724,1761.0,17.66
Brazil,Soybeans,1999,23724,1761.0,27.64
Brazil,Soybeans,1999,23724,1761.0,26.66
Brazil,Soybeans,1999,23724,1761.0,18.39
Brazil,Soybeans,1999,23724,1761.0,25.88
Brazil,Soybeans,1999,23724,1761.0,24.01
Brazil,Soybeans,1999,23724,1761.0,25.32
Brazil,Sweet potatoes,1999,109463,1761.0,21.59
Brazil,Sweet potatoes,1999,109463,1761.0,20.04
Brazil,Sweet potatoes,1999,109463,1761.0,17.66
Brazil,Sweet potatoes,1999,109463,1761.0,27.64
Brazil,Sweet potatoes,1999,109463,1761.0,26.66
Brazil,Sweet potatoes,1999,109463,1761.0,18.39
Brazil,Sweet potatoes,1999,109463,1761.0,25.88
Brazil,Sweet potatoes,1999,109463,1761.0,24.01
Brazil,Sweet potatoes,1999,109463,1761.0,25.32
Brazil,Wheat,1999,19699,1761.0,21.59
Brazil,Wheat,1999,19699,1761.0,20.04
Brazil,Wheat,1999,19699,1761.0,17.66
Brazil,Wheat,1999,19699,1761.0,27.64
Brazil,Wheat,1999,19699,1761.0,26.66
Brazil,Wheat,1999,19699,1761.0,18.39
Brazil,Wheat,1999,19699,1761.0,25.88
Brazil,Wheat,1999,19699,1761.0,24.01
Brazil,Wheat,1999,19699,1761.0,25.32
Brazil,Yams,1999,92000,1761.0,21.59
Brazil,Yams,1999,92000,1761.0,20.04
Brazil,Yams,1999,92000,1761.0,17.66
Brazil,Yams,1999,92000,1761.0,27.64
Brazil,Yams,1999,92000,1761.0,26.66
Brazil,Yams,1999,92000,1761.0,18.39
Brazil,Yams,1999,92000,1761.0,25.88
Brazil,Yams,1999,92000,1761.0,24.01
Brazil,Yams,1999,92000,1761.0,25.32
Bulgaria,Maize,1990,28771,608.0,9.51
Bulgaria,Potatoes,1990,104986,608.0,9.51
Bulgaria,Rice,1990,23785,608.0,9.51
Bulgaria,Sorghum,1990,17778,608.0,9.51
Bulgaria,Soybeans,1990,8830,608.0,9.51
Bulgaria,Wheat,1990,45514,608.0,9.51
Bulgaria,Maize,1991,49551,608.0,8.14
Bulgaria,Potatoes,1991,117017,608.0,8.14
Bulgaria,Rice,1991,25397,608.0,8.14
Bulgaria,Sorghum,1991,17897,608.0,8.14
Bulgaria,Soybeans,1991,18800,608.0,8.14
Bulgaria,Wheat,1991,37480,608.0,8.14
Bulgaria,Maize,1992,28128,608.0,9.07
Bulgaria,Potatoes,1992,118262,608.0,9.07
Bulgaria,Rice,1992,32042,608.0,9.07
Bulgaria,Sorghum,1992,17965,608.0,9.07
Bulgaria,Soybeans,1992,8070,608.0,9.07
Bulgaria,Wheat,1992,31071,608.0,9.07
Bulgaria,Maize,1993,18609,608.0,9.0
Bulgaria,Potatoes,1993,90807,608.0,9.0
Bulgaria,Rice,1993,34761,608.0,9.0
Bulgaria,Sorghum,1993,17297,608.0,9.0
Bulgaria,Soybeans,1993,6742,608.0,9.0
Bulgaria,Wheat,1993,28580,608.0,9.0
Bulgaria,Maize,1994,28056,608.0,10.23
Bulgaria,Potatoes,1994,105070,608.0,10.23
Bulgaria,Rice,1994,37195,608.0,10.23
Bulgaria,Sorghum,1994,17368,608.0,10.23
Bulgaria,Soybeans,1994,9402,608.0,10.23
Bulgaria,Wheat,1994,28447,608.0,10.23
Bulgaria,Maize,1995,38237,608.0,8.69
Bulgaria,Potatoes,1995,116617,608.0,8.69
Bulgaria,Rice,1995,36116,608.0,8.69
Bulgaria,Sorghum,1995,14583,608.0,8.69
Bulgaria,Soybeans,1995,9043,608.0,8.69
Bulgaria,Wheat,1995,29085,608.0,8.69
Bulgaria,Maize,1996,21810,608.0,8.44
Bulgaria,Potatoes,1996,80623,608.0,8.44
Bulgaria,Rice,1996,33891,608.0,8.44
Bulgaria,Sorghum,1996,13158,608.0,8.44
Bulgaria,Soybeans,1996,5742,608.0,8.44
Bulgaria,Wheat,1996,18818,608.0,8.44
Bulgaria,Maize,1997,35782,608.0,8.26
Bulgaria,Potatoes,1997,104537,608.0,8.26
Bulgaria,Rice,1997,29871,608.0,8.26
Bulgaria,Sorghum,1997,25429,608.0,8.26
Bulgaria,Soybeans,1997,9750,608.0,8.26
Bulgaria,Wheat,1997,29502,608.0,8.26
Bulgaria,Maize,1998,27318,608.0,9.16
Bulgaria,Potatoes,1998,94041,608.0,9.16
Bulgaria,Rice,1998,31467,608.0,9.16
Bulgaria,Sorghum,1998,23235,608.0,9.16
Bulgaria,Soybeans,1998,5379,608.0,9.16
Bulgaria,Wheat,1998,28058,608.0,9.16
Bulgaria,Maize,1999,38239,608.0,9.67
Bulgaria,Potatoes,1999,108475,608.0,9.67
Bulgaria,Rice,1999,49400,608.0,9.67
Bulgaria,Sorghum,1999,27500,608.0,9.67
Bulgaria,Soybeans,1999,8333,608.0,9.67
